,rep1_cond1,rep2_cond1,rep1_cond2,rep2_cond2
gss,253.8475904,230.8839751,135.9323183,132.0707834
gst,197.0661433,177.6119613,240.1083684,216.5237185
guaA,467.8924896,426.8192038,573.7037975,483.765198
guaB,572.5012877,600.2947491,745.2688786,581.7732901
guaC,219.115653,203.0690571,181.0472295,158.9200495
guaD,11.8327553,9.060004084,9.713474905,12.18613827
gudD,13.83135267,14.59329517,14.50319004,11.65258092
gudX,4.853106199,5.269801033,6.875586389,3.941314136
gutM,9.942801325,6.040002723,12.00541842,4.4682507
gutQ,40.08560218,39.95405528,23.71256558,21.88530955
gyrA,336.0493499,329.0974086,354.5709879,338.7476167
gyrB,184.4611408,153.5136096,161.1261374,139.49506
hcaB,7.604692057,8.692254841,9.568894388,11.02341237
hcaC,11.15080522,10.16075224,11.22001722,11.45399378
hcaD,11.36062541,12.20050425,13.1730277,13.5623427
hcaE,15.29049142,20.75419438,18.82788087,19.57144422
hcaF,5.64278793,8.379194529,10.27053137,9.298093942
hcaR,7.304169936,6.711114137,36.21836669,40.49150706
hcaT,11.70301017,10.96737337,15.54385754,18.94807064
hchA,138.6390607,107.1887807,338.1808006,250.0242494
hcp,8.071041498,7.892562542,3.747607929,3.47543482
hcr,7.387839994,15.14675605,6.541652143,3.557209757
hda,134.1679215,108.4289645,85.82186663,86.75020292
hdeA,11921.58979,12835.822,8616.64572,10183.47113
hdeB,4291.9068,3959.80362,3106.429552,3712.571709
hdeD,1419.72413,1564.392328,713.0338565,925.5996364
hdfR,94.13379436,89.30575455,82.32286918,80.15494623
hdhA,576.2305313,555.633063,613.2142629,581.3712797
helD,90.41549393,82.53200801,76.8346779,76.48676068
hemA,164.3830464,168.6587872,144.6380721,161.7893707
hemB,138.8376621,132.6942137,161.0573056,149.1904717
hemC,160.2823329,188.7019959,170.5228222,155.1487231
hemD,115.493121,106.3725176,100.1261617,88.6930966
hemE,93.49543269,102.0845531,118.6338249,110.906118
hemF,42.30210018,42.28001906,58.5864419,58.47025201
hemG,106.0830351,101.5516941,86.80841013,82.91165349
hemH,29.05967422,33.30468791,52.80888104,52.97472125
hemL,135.9011806,128.5799174,153.6243706,141.8957365
hemN,147.0697806,136.0978779,129.5956085,131.6224567
hemX,112.8716717,91.51983821,111.6442972,109.454321
hemY,95.41827109,78.11131341,112.7727024,104.4351614
hepA,53.17006056,45.06627419,70.17408663,63.7135792
hflC,291.7274571,305.0652122,356.9372164,390.7671017
hflD,148.5084514,141.4038021,140.2502152,150.6916057
hflK,360.5233935,328.3172909,458.0352971,439.5299668
hflX,336.5776902,320.8132594,385.7478706,383.7104683
hfq,1347.938467,1222.660745,1511.983376,1540.895775
hha,246.6508124,238.2905184,259.1854717,219.3027936
hinT,295.5723667,365.4201647,351.7587598,367.6732004
hipA,44.02625695,38.62314666,33.97451744,28.65933393
hipB,59.71774442,46.8269874,34.53243951,36.14764611
hisA,124.7810543,91.33662654,83.54990382,82.51473418
hisB,190.1217986,147.0978191,107.2394117,101.5576724
hisC,130.3426056,95.42189176,65.37404317,69.30348024
hisD,114.950004,91.64142062,63.80810895,58.46144758
hisF,105.5353851,105.6417465,78.61463183,75.11984629
hisG,147.1534596,109.3240493,73.79330524,75.32194037
hisH,117.2764199,111.2954816,76.78592493,75.82093283
hisI,245.1139792,209.6236239,125.9391933,132.1701047
hisJ,138.8044156,99.27820567,311.128928,309.0356642
hisL,82.94529447,31.976485,8.474413004,18.0231961
hisM,26.32251701,19.71214278,45.40961612,39.10053212
hisP,39.51895664,26.68838412,64.21502877,56.4098095
hisQ,54.9439438,28.48560236,78.21870867,74.92612527
hisR,786.0330304,981.3043385,1146.907246,1107.197706
hisS,442.2898318,342.3615661,363.7218061,322.2547463
hlpA,1604.908739,1477.563629,1373.953442,1353.241641
hlyE,27.83032907,21.45790441,8.530165721,9.070884879
hmp,17.21263522,18.25693518,42.94129511,39.36048116
hns,1707.96105,1801.496464,2107.733895,1984.34736
hofB,13.85183656,10.19740719,7.276011165,7.460900983
hofC,11.09013433,12.65237478,11.25695094,8.786869919
hofQ,8.666848612,7.019857886,9.534569594,5.56406175
hokB,121.4829544,224.6881013,51.86340758,79.66252676
hokD,475.5857417,477.3925229,424.8071134,465.4836993
hokE,4.253604845,3.552942778,12.24081878,9.01159805
holA,109.412856,84.27910776,90.59902972,86.61874695
holB,50.50997037,60.03943005,51.17533584,50.07489484
holC,200.0775009,155.4892593,187.544104,162.5132108
holD,101.3929937,87.9739527,104.0469597,96.58082258
holE,138.0488118,103.5429038,137.8284401,125.3431365
hpt,284.1954589,280.4045957,267.2043966,252.4757778
hrpA,84.86140742,69.25744152,73.45592988,68.59217923
hrpB,38.43210748,39.81927721,42.56736013,36.50253482
hscA,152.4162443,142.1407448,856.8405278,832.7768195
hscB,162.0697637,133.7930836,1126.554961,1055.011884
hscC,5.842024607,6.180972266,5.690180365,5.088236242
hsdM,69.99186387,56.06945924,52.09898561,47.25988072
hsdR,81.37299899,73.60777078,49.5968169,44.06512285
hsdS,26.35862873,21.82194532,20.55121089,19.76737637
hslJ,173.8547853,205.617114,203.3258099,207.5224033
hslO,78.481187,68.02733442,107.6799987,109.0157314
hslR,103.6101956,70.31644961,99.98542507,88.03120782
hslU,446.5710276,363.6244882,378.1166018,407.3181429
hslV,269.0224827,220.1017941,259.6426086,278.6976708
hsrA,14.35591635,20.17563935,15.3346521,17.54043192
htpG,347.7883437,287.8906898,302.0371188,344.1421156
htpX,237.2252784,244.0654161,582.1402892,625.0340192
htrC,24.10376079,19.12667529,16.54079872,15.74526437
htrG,227.4137431,228.4696682,208.5578968,250.1480309
htrL,59.92228643,30.41120252,37.94719669,32.40709299
hupA,2358.857601,2146.524045,2131.423517,1901.496703
hupB,1528.072483,1670.624929,1341.440599,1179.281488
hyaA,342.5577371,378.9170609,21.37157596,31.62515241
hyaB,392.6937951,382.7018448,27.30329273,43.80721661
hyaC,384.2302885,430.7340925,36.4232186,50.30839166
hyaD,624.238213,639.7472272,54.39189571,107.8633114
hyaE,504.0042011,596.7341036,58.49256494,79.47822942
hyaF,438.0394989,468.2058055,37.94719669,63.4750499
hybA,443.4286084,223.6086114,28.90058173,35.38901119
hybB,105.9829482,56.71147595,14.90749158,14.61805027
hybC,123.5529921,69.54510177,30.43627206,34.65816187
hybD,197.2125883,130.6836953,70.72282852,74.27741423
hybE,155.7132522,104.4957526,47.72706219,65.32026439
hybF,67.55396115,44.50528322,25.69580785,32.25203513
hybG,79.71665465,74.22653949,40.50020673,46.14372495
hybO,381.2336106,209.8617568,30.89866404,35.73231506
hycA,303.5665198,551.8366124,103.8390736,208.4078341
hycB,216.4021465,456.553147,77.44671884,143.4346023
hycC,102.0550857,195.4818615,38.55927493,76.47280578
hycD,105.6496009,174.7286502,40.84960554,68.14289564
hycE,187.4384556,292.1453949,62.4281758,104.4159637
hycF,193.562521,297.3283108,54.38918843,115.1094734
hycG,199.1384924,307.1907635,64.71670868,103.2285597
hycH,298.4819721,441.7578634,80.62032809,166.6158968
hycI,264.6040237,450.1148526,113.4779678,208.3286314
hydN,178.1076188,427.2615562,102.8646078,162.7719898
hyfB,2.739877712,5.115604089,5.851080598,4.097398222
hyfF,4.322211375,2.750665377,6.743081315,5.813934226
hyfG,10.33947293,11.08058053,7.946032337,7.439430764
hyfH,13.70735847,8.9604436,8.179515848,8.838298088
hyfI,9.003183377,8.594470278,8.731213398,8.477313581
hyfJ,7.859921996,5.252176281,6.611679711,9.436057378
hyfR,7.597534138,7.29121044,7.514568908,4.680390343
hypA,211.3714408,142.4821155,26.67870761,36.66256984
hypB,278.435711,315.6991114,38.78038941,51.8553984
hypC,209.7821818,171.2440332,20.0530066,23.5687949
hypD,179.521459,207.3626603,38.39165891,54.68401544
hypE,133.3169308,172.7852172,36.57378244,50.27523123
hypF,68.60424592,107.8514468,23.72309046,30.80262609
hyuA,3.991207143,3.92207969,6.548410049,5.802922987
iaaA,556.8193311,456.9393364,684.2342823,646.5681669
iadA,117.3440119,129.7596493,54.89945816,66.99927246
iap,38.87253907,43.99077128,50.10353816,44.94078739
ibpA,245.2295663,228.4696682,307.9650813,391.8739123
ibpB,102.3988439,107.7063423,101.0805859,129.628372
icd,403.6946411,314.6015807,5957.796854,4759.766172
iclR,86.77353883,99.49531758,68.45271304,77.71274464
idi,17.78146288,32.67542457,37.78754651,34.32286252
idnK,4.038662047,0,7.663033035,6.111589103
idnO,3.82824436,4.263531334,7.34449127,5.106572228
idnR,27.68675226,19.58919802,27.68817222,24.15270649
idnT,7.88850353,6.177275512,7.748951891,10.097086
ihfA,1180.120128,1400.676631,1576.07133,1660.657289
ihfB,1895.316769,1791.019755,2265.106524,1932.703205
ileS,495.898299,413.3445953,482.9783667,433.0797438
ileX,4.281589087,0,22.74710859,18.14176976
ilvA,291.0704628,293.4385789,270.4133082,290.1822063
ilvB,307.8688167,136.1414468,236.5259345,220.9522193
ilvC,810.6359306,633.0954074,306.8702075,368.6696048
ilvD,477.1138258,388.5376144,349.6164639,304.2838379
ilvE,882.7808003,699.6661219,512.4377309,545.82668
ilvH,233.4684391,151.3683609,133.8164931,119.5685205
ilvI,162.9833425,129.2035365,118.0915593,98.44583157
ilvL,880.8828942,1076.218667,1429.008593,1689.811174
ilvM,574.3816633,387.1092654,336.1517158,288.9855647
ilvN,161.0230618,115.8186089,199.5127268,153.1971669
ilvY,21.47499493,22.49799672,26.58918174,27.50351821
imp,326.6443405,285.5343962,356.2168228,298.4905308
inaA,35.48917775,38.41107722,61.74215189,55.4192516
infA,1338.749289,1538.959598,1180.806908,974.7956713
infB,596.7506837,486.0473572,535.4605254,472.9167311
infC,4869.026264,5188.729411,4540.303325,4811.322072
insA,51.87548517,49.23915263,45.93377483,43.2948515
insB,61.98109917,100.3071881,54.0243829,55.62516177
insG,23.01555488,22.90565367,17.23577001,18.67414675
insI,8.473978402,9.437504255,10.754854,6.981641718
insJ,5.610358114,8.331038238,8.555585542,7.043547901
insK,8.02044153,3.82817074,4.565440808,5.66397976
insO,67.98279011,57.4225611,55.1234705,56.10037096
intA,143.8365725,125.6145494,108.4547461,96.21078111
intB,26.50199391,24.19043912,25.40189288,21.80261946
intD,78.55465339,71.45260953,64.35894412,64.3586036
intE,27.69368261,36.62554843,24.64942293,27.29843133
intF,318.6651373,230.8652004,201.4442372,162.8745039
intQ,7.883560859,9.990981948,9.628405752,10.17474918
intR,11.05730774,13.63398673,18.88230859,16.73270026
intS,20.51317466,21.12436185,27.74309128,18.65354104
iscA,412.7769035,422.8001906,4506.033714,3911.492478
iscR,121.1103073,116.723979,2819.137396,2317.694561
iscS,406.8179182,329.2920003,4948.603831,4092.823075
iscU,396.8712241,352.5676008,5283.128628,3913.653204
ispA,192.7095675,181.2000817,138.142348,122.5577335
ispB,274.5150534,259.4964133,261.3031195,234.2876425
ispD,89.70260344,87.92409027,62.00266729,60.11534395
ispE,275.7504183,229.0522159,210.6866388,203.0941314
ispF,109.8227601,101.9250459,90.04063817,77.07732457
ispG,293.9947981,272.5288092,300.875741,274.5638232
ispH,141.3149509,127.4688272,175.2715346,147.1562691
ispU,273.7295197,196.1811908,217.4209636,190.5917509
ivbL,292.5320059,181.2000817,371.0765694,475.8396849
ivy,453.7761801,366.9875072,465.9318086,337.9064092
katE,155.3637632,106.2207375,175.7185646,128.9172445
katG,227.6761009,174.7197486,205.4297183,230.2172005
kbl,91.61241412,73.11582243,99.65399954,87.925191
kch,62.0181692,80.1962084,60.54407185,59.00656427
kdgK,131.9097748,114.5652129,86.12919539,79.31659768
kdgR,199.2668861,210.0273674,192.6323956,209.775666
kdgT,5.952453121,6.629271281,11.41978826,7.706564796
kdpB,10.00500173,11.40791144,5.132623981,5.046758791
kdpC,25.55503434,31.3068204,16.59387677,20.8540646
kdpD,35.14570707,34.01297623,36.00284139,32.77905861
kdpE,20.637512,20.8460271,23.16089572,22.36949781
kdsA,467.3592355,398.0043899,385.6898634,387.0244215
kdsB,150.2854965,224.1350408,178.2009096,187.6511481
kdsC,169.8741236,177.3651593,177.3498848,162.5186876
kdsD,185.9432975,142.6468728,160.4128249,141.7888672
kdtA,44.81262569,38.2817074,41.82169234,36.5012029
kduD,18.36251068,14.26772297,17.01555367,13.8721844
kduI,14.38450241,9.741939876,11.8763279,12.90370402
kefA,46.15407897,47.52259056,41.98148101,39.22175458
kefB,7.747637396,6.019936269,22.17612174,17.94086422
kefC,14.67185439,16.04831641,19.17773764,20.59897493
kefF,10.41772712,20.4745855,23.8751824,25.10010078
kefG,8.794615422,3.917839604,42.31098817,41.40463969
kgtP,120.4909705,101.6896532,1347.601286,1243.090637
kptA,17.00292315,16.65081832,13.49798396,15.73376308
ksgA,161.9086559,203.0234492,166.4985037,169.9705793
lacA,4.78530545,7.105885556,7.532811559,6.007732033
lacI,45.6702836,37.64544633,68.64039785,70.02086573
lacY,3.37337322,6.502395276,6.548410049,3.115253393
lamB,11.16214426,8.512755515,8.272189875,7.368543819
lar,1.668721901,5.575387129,5.910359839,3.535319235
ldcA,114.8682502,120.007923,90.21776729,76.84972632
ldcC,48.30879788,38.32102568,48.08893094,35.83183034
ldhA,98.93498178,115.3091429,196.161261,218.6541381
ldrB,9.038910295,0,5.335741521,14.894169
ldrD,24.10376079,35.23334922,45.35380293,61.70441443
lepA,257.4281652,238.8821077,286.4492836,272.0526355
lepB,196.5754399,193.4659334,241.4381994,235.2165731
leuA,807.7059841,531.1513845,838.7296901,614.6890139
leuB,1247.667607,773.0871617,1065.843686,781.1372024
leuC,1137.857513,722.0842656,1065.525873,781.8960325
leuD,1180.785965,775.9310429,1122.328324,883.9173167
leuL,325.4007706,168.7035243,233.4846893,290.5463509
leuO,17.90565087,9.779052028,15.09252602,13.37435584
leuP,392.725068,449.8760649,620.9699184,729.0072078
leuQ,276.777667,199.9449177,306.3451597,298.4703423
leuS,454.150127,381.3409385,382.4443862,336.6423225
leuT,71.06453611,124.9655736,190.430775,192.8171238
leuU,115.947401,156.206967,187.1189354,206.0237761
leuV,56.10358114,99.97245886,109.2907056,161.1211582
leuW,708.2252067,946.5039561,1018.624443,1086.798725
leuX,7.656488721,6.395297001,5.084647802,13.51739708
leuZ,134.6485947,199.9449177,255.0116465,311.6769946
lexA,136.2515542,145.4956321,147.1403007,157.347829
lgt,72.43510305,65.77811185,67.26323472,71.35210511
lhr,19.24072133,18.72047628,14.44706622,13.48811963
ligA,100.7192861,84.39825233,94.68559172,86.05942037
ligB,4.253604845,7.751875152,7.61841169,7.509665042
ligT,47.79898326,29.68814898,36.89800916,36.78463046
lipA,401.8665832,391.0995552,880.0493678,920.1345363
lipB,129.7548244,90.60004084,107.2633646,90.91607565
lit,61.14913811,47.4282093,50.27772547,41.38379843
livF,129.8868622,98.21348965,188.8583469,183.4503889
livG,130.0755685,100.5094203,166.5751806,159.7798576
livH,75.82153879,68.60973967,134.5850143,114.2781455
livJ,70.14980381,52.19350179,75.03386514,63.06894233
livK,211.0707701,193.9330604,276.3193062,240.1469102
livM,64.92738381,65.50425488,118.3632802,116.8757728
lldD,6.830410802,10.04131435,106.0831431,90.10463088
lldP,5.108949297,3.939132211,58.11318483,50.09436344
lldR,3.350329685,9.79459901,57.29226707,56.19201101
lnt,50.32188656,58.98716109,49.7066447,60.77119582
lolA,173.5470777,144.0761625,118.0630417,124.05234
lolB,220.5841762,170.7462308,180.3121498,171.2420254
lolC,56.40280024,64.7790292,49.70243227,50.93805798
lolD,99.65978018,78.21029167,77.36825205,73.32513969
lolE,78.67119033,79.90268662,73.82609112,73.46081013
lon,300.3911997,274.2238179,346.1842693,367.8683561
lpcA,292.2424883,257.2477844,287.6324082,262.3402261
lpd,319.6919852,247.5765327,4108.330008,3335.827993
lplA,35.1957569,35.27789201,35.55587049,32.98936041
lpp,17748.75849,31537.9889,15397.93691,29487.54581
lpxA,486.6576798,505.0177182,461.4097696,467.7464828
lpxB,134.5216415,137.2011062,128.517534,125.7976736
lpxC,1262.966172,1665.738006,1743.375075,1820.092484
lpxD,822.3822595,857.2565268,721.0271766,759.2666603
lpxH,62.55976088,75.93862345,66.55285897,58.48190602
lpxK,29.3421161,28.63952659,30.94405721,31.19820723
lpxL,80.55523963,85.58310047,42.39046765,36.92700439
lpxM,68.62876335,69.90743892,84.03792896,80.6176449
lrhA,61.68406515,60.78596989,41.27102307,60.93625327
lrp,556.1394989,534.8147866,549.4843632,567.2937512
lspA,204.4437165,208.6546395,221.4817799,234.4380887
lsrB,6.361696396,4.782406848,8.167909308,7.412766138
lsrF,6.686317205,13.03151272,11.51204506,8.132041391
lsrG,29.07360837,9.340210396,19.80275204,14.21417012
ltaE,163.0251366,175.2324143,146.509238,141.730313
luxS,1150.884509,1184.121464,1388.998992,1140.962621
lysA,37.35796654,40.88837948,43.80124156,33.2958213
lysC,336.9705758,286.2961291,169.89001,190.304925
lysP,161.3722189,100.9543312,99.17945668,112.2403733
lysQ,38.53430179,57.22107843,51.18099433,54.42530928
lysR,16.68721901,22.06924072,19.54728384,17.18557961
lysS,508.0367763,478.0674092,430.2969733,397.3740741
lysT,3528.029408,3683.606924,3874.59083,3709.991916
lysU,139.1206193,120.6806868,127.3618302,124.5862335
lysV,4.281589087,7.152634803,13.26914668,12.09451317
lysW,432.4404978,464.9212622,667.2485186,631.9383133
lysY,192.6715089,314.7159314,297.608004,329.5754839
lysZ,509.5091014,629.4318627,604.69397,616.8201718
maa,33.01167238,43.33045432,47.76068633,39.54818166
macA,51.02610651,40.91614748,34.85444058,31.91607643
macB,20.89116401,19.82312142,24.63978018,23.01498269
maeB,51.09362977,41.48528186,107.9855794,95.34507884
mak,39.73540763,30.49902365,38.98789349,35.89768596
malE,35.51813617,24.19043912,14.27344457,9.068346149
malF,8.214000035,9.147965289,7.646169403,4.462053403
malG,9.130212419,12.81212699,11.15655045,7.221415272
malI,14.8628146,16.37668377,19.1806685,18.98215624
malM,12.01262345,13.57525042,17.98857483,15.46942076
malP,60.07817068,37.69325008,43.92960124,33.88383452
malQ,56.34037324,39.1079313,49.33449642,35.92969525
malS,7.53020001,9.100151813,12.69701564,9.164675417
malT,143.2196296,117.5189,64.95170942,78.12715826
malX,15.93299442,12.62599439,11.30453712,10.3862486
malY,38.55985262,44.95244993,30.09030704,30.75697595
malZ,19.33073885,22.72476272,22.82218156,21.74085206
manA,285.279077,249.1501123,136.2247478,128.9670027
manX,364.2346075,288.0186484,72.6253707,96.69389081
manY,340.8380107,289.1057483,81.29511801,95.53306472
manZ,380.5790662,287.8997814,98.72051386,116.3657922
map,253.362361,272.1420095,422.5907285,419.4133757
marA,57.62305313,75.02815882,81.03657435,93.95294998
marB,17.83017921,22.3397361,46.04818025,52.46478317
marC,44.9502566,45.70812871,54.07846136,50.37564496
marR,26.1816712,39.98898354,26.49471652,21.6589098
mazG,96.55199634,74.12730614,82.21892616,60.64054521
mcrA,8.193544584,9.12518397,12.09178834,8.266034183
mcrB,33.4832677,24.81653293,17.22516556,16.31882864
mcrC,10.56697822,7.268771185,7.155091782,5.267524362
mdaB,96.72565862,113.9505668,77.47826734,74.62439313
mdh,267.5286421,194.5151037,2572.458156,2061.064759
mdlA,8.993027502,11.34416755,16.08847951,12.96084322
mdlB,8.765003923,7.931316707,13.17766467,14.44283054
mdoB,21.43783437,25.61467123,28.09645044,24.76420171
mdoC,10.11608613,9.858035532,13.18729899,12.70028326
mdoD,56.83506695,46.80444914,60.95740129,55.54103927
mdoG,240.2372877,199.603215,234.1056592,207.0555458
mdoH,89.15264824,84.40333994,107.4258431,106.4069944
mdtA,26.59525529,22.65001021,24.58802042,20.99095796
mdtB,12.08661204,13.57695137,13.0087531,14.34843782
mdtC,8.246023427,9.890062938,10.10982604,9.033556135
mdtD,11.71994301,6.910172607,7.935785059,7.302831047
mdtE,396.7753784,361.9307331,81.73637206,94.65679869
mdtF,254.7614254,239.3307437,56.39539521,66.78392871
mdtG,15.11641722,13.29095954,11.03676608,10.1132604
mdtH,4.844676486,9.442187879,6.792147395,7.032624285
mdtI,9.860629413,16.4727347,17.89898747,13.23066441
mdtJ,5.334438863,7.426232856,12.59584884,3.767143447
mdtK,64.41703756,55.38867126,74.75863175,57.69980629
melA,9.598842791,8.418587866,12.11166106,10.16795355
melB,12.92371855,13.4936231,11.74998399,6.519028377
melR,11.45525265,12.5584215,15.84873719,14.91523572
menA,22.81666676,26.38836141,27.81838055,25.780753
menB,196.4540783,188.8028823,145.5761926,131.5031625
menC,121.3072447,117.413137,86.31933246,78.74620726
menD,61.34125838,64.08692297,28.96819095,28.32909908
menE,53.03360642,34.0752366,33.36018924,31.18172423
menF,112.7352978,86.82503914,79.92496153,81.38599489
mepA,142.3874887,133.0996964,149.6529976,132.8637247
metA,438.4163071,422.6053518,346.5305937,360.0133421
metB,224.5013069,189.1597752,210.4515725,199.9084477
metC,284.8626275,215.9758549,264.7255396,256.6826268
metE,1509.330188,1309.735338,3821.990236,3276.164081
metF,617.2023596,631.4548301,678.1242406,590.3506985
metG,236.4514941,217.0124872,253.2116275,228.6659777
metH,226.9149239,184.7414514,277.1804748,229.7333736
metI,407.4972953,433.8827644,348.7078415,388.6148315
metJ,1081.599417,1141.902402,812.7441755,819.460317
metK,2241.180199,2448.319026,1845.903244,2055.030567
metL,134.5471333,146.3453187,173.9675429,199.6663445
metN,708.5034221,664.7514625,592.4534394,568.2546073
metQ,1173.994937,1149.15493,1200.012191,1154.047775
metR,181.8014788,152.7095028,127.4537503,121.8832805
metT,354.9826589,402.4053762,434.0660375,564.0441143
metU,211.2992017,254.1507639,329.2914767,298.4360393
metV,46.48582438,141.1948688,155.2908669,167.124182
metW,595.8637488,755.3925483,783.9382315,805.7773062
metY,295.8188824,352.9871721,218.9039931,489.4351045
metZ,342.3047068,614.1976795,492.0662408,474.5133025
mfd,146.8881924,129.7890925,115.8956494,112.9312448
mglB,3.582991468,3.809010726,8.652553818,11.27126303
mgsA,384.9512385,433.4590189,302.2540638,268.3453642
mgtA,53.69052389,45.75352452,61.85661639,50.69650405
mhpC,4.427221369,3.697960851,8.820307412,8.076721382
mhpE,3.529988636,4.28875933,7.245873841,6.572067809
mhpF,3.763836464,1.714827271,6.513980974,5.799261837
mhpR,3.775747339,4.01392586,110.4802429,106.6562554
mhpT,3.758754776,5.382180644,7.131931736,6.825616345
miaA,610.0836741,531.5964542,771.9824893,838.4766072
miaB,137.9242565,134.6602712,185.8186026,160.9376553
minC,395.5302471,351.4656757,299.1005107,270.4062061
minD,462.2852276,418.5655023,374.0728899,345.1176028
minE,329.0569591,335.9327357,300.0005682,240.1236492
mioC,271.9001935,241.1920006,312.140879,295.5256158
mipA,488.318961,419.8893459,606.3459521,488.5082349
mlrA,46.67634005,48.27051356,73.21337136,70.63393963
mltA,61.04968921,67.33117789,71.90130377,58.60000918
mltB,59.9264771,46.5514022,58.10357203,59.24752309
mltC,59.35551094,39.2600177,57.62600843,44.89528084
mltD,301.2171961,269.6001215,275.0910446,255.3286114
mmuM,85.44821951,72.82961483,83.38168422,83.74121661
mmuP,43.1086491,51.10771535,48.73994659,48.44696729
mngB,15.44232966,13.00182818,9.407434937,8.985938602
mngR,40.05624977,32.33030503,22.91490653,19.70585964
mntH,16.5458019,13.16223354,114.6473856,109.9829539
mntR,95.95150929,68.53080012,160.3800769,143.8678522
moaA,88.74566472,267.9564844,184.6651634,135.0920471
moaB,117.3472565,367.6984114,222.4161729,148.7177175
moaC,91.72820077,259.4964133,194.4581354,118.6805212
moaD,62.17006593,161.3122678,114.7835127,73.79619623
moaE,119.2417835,307.2001385,194.3128651,123.7751944
mobA,36.71188181,34.38155396,28.07420923,33.38912611
mobB,19.66359433,22.25264161,23.02793709,21.05341182
modA,703.3533453,61.10235313,53.79171975,62.05079045
modB,212.6894892,41.75480143,29.64816376,42.29573954
modC,141.0377278,51.3314679,35.37007127,46.21954184
modE,67.22474729,62.69660621,56.78608562,56.50237713
modF,70.02854331,71.96337256,57.11742858,64.1181625
moeA,106.6240389,90.16023482,88.70022737,86.2663658
moeB,85.03806806,86.97603921,67.80660325,69.24511942
mog,85.22401136,67.48778553,57.82201526,58.62136487
mokB,21.30600284,32.35715744,21.43824718,30.09230063
mokC,20.14385723,7.765717787,7.546263008,8.75412382
motA,175.5258661,299.9595947,201.3341116,357.6325753
motB,180.7782059,277.3709988,149.6597792,264.2527182
mpaA,97.74395772,119.8814229,107.546638,117.0822454
mpl,124.5711829,113.5467761,101.9149931,112.5564337
mppA,22.17725203,22.56580943,32.13346195,27.33629743
mprA,485.9563298,432.0137541,335.3377892,325.4357895
mqo,4.741723434,5.610931491,374.7265029,293.5581412
mraW,169.6091066,148.8841436,179.8518734,152.9532223
mraY,58.89062885,55.71526057,59.86081208,63.65533249
mraZ,228.2767933,208.4393097,276.5169576,240.8099257
mrcA,30.58996669,29.38379703,35.38142116,34.1138227
mrcB,61.10089421,61.75813435,64.72980631,64.90483519
mrdA,42.25761848,43.15648633,44.91617113,42.76955604
mrdB,66.3665543,51.77145191,63.94260594,63.17834644
mreB,456.6208132,453.0002042,474.145031,461.3523875
mreC,98.445523,101.9250459,91.34557495,94.29119101
mreD,71.86765486,87.82089849,86.61577954,70.95942391
mrp,352.9572323,311.9579785,243.8722294,224.8271935
mrr,63.6576371,65.94494776,49.43870668,40.43400633
msbA,81.48972987,85.78254296,102.8800522,94.46720666
mscL,212.9752002,170.619055,248.5209244,238.7415702
mscS,743.3952565,625.6769371,1340.925759,1214.367786
msrA,126.2901269,128.4563959,162.5522382,152.1183136
msyB,351.4328323,268.1761209,299.2710704,280.6572097
mtgA,125.4288293,126.0198099,113.6315324,110.6423983
mtlA,42.84273469,43.45393808,34.77431543,33.01663079
mtlD,182.6662289,157.5447185,100.6825169,104.3980693
mtlR,126.7292117,132.2021004,97.75840715,86.75962
mtr,126.239817,130.5513842,35.52446704,40.60647796
mukB,114.1565133,111.1328006,107.5078357,102.4576883
mukE,125.2648984,102.6265949,108.1550084,96.93449053
mukF,88.54442738,80.53336964,72.84920566,64.09269225
murA,182.3277334,172.5715064,150.3535736,155.5680754
murB,106.2533129,94.56214175,88.06306924,83.0748485
murC,148.1499444,138.8464041,121.4206546,120.035585
murD,97.59552346,110.6187287,90.24574213,90.03387027
murE,108.0295569,115.8073103,113.4705677,106.8673785
murF,124.0306101,113.6000512,99.64762311,96.38232351
murG,90.79534611,94.67195279,78.91201997,68.85265926
murI,85.7116249,95.03500788,69.01016743,66.68897648
murP,13.70108508,11.06274183,12.63728255,8.224268957
mutH,37.72762558,42.54262787,33.19759181,40.29751563
mutL,56.69861913,54.4188557,64.6265706,72.49508788
mutM,13.25706843,20.80445382,20.98724998,20.14259046
mutS,36.07096755,33.73631497,36.71914862,34.44245437
mutT,23.36210661,26.48308886,28.07420923,24.74723465
mutY,38.00977663,41.29916392,53.22060132,42.33653899
mviM,60.57243782,64.12600293,61.43032284,61.92547816
mviN,24.78638683,25.12735508,24.01083684,26.33076305
nac,13.46974868,17.76471389,11.29921734,7.259342874
nadA,684.1520034,587.3381958,293.7877681,317.1797664
nadB,200.6938826,181.5350171,66.92854337,77.58969264
nadC,75.7084567,80.8711774,68.64843286,65.03168324
nadD,88.69958701,76.20564183,78.31572018,59.41759275
nadE,426.7937644,354.521899,340.8494882,288.3548122
nadR,70.72782362,71.86280612,80.50348704,68.39824846
nagA,115.8302134,101.7180615,107.4531967,102.3981063
nagB,89.77973821,90.93936684,95.50377801,85.20516583
nagC,115.662518,127.3297871,111.7359336,104.8290196
nagD,146.4951677,201.4136366,173.1458753,151.0609514
nagE,30.75179342,31.27027604,33.07502025,36.115819
nagZ,178.2409679,141.9930465,133.393538,121.6170491
nanA,6.187710403,4.864431723,5.317836348,5.140844525
nanE,8.960311075,6.302611537,8.56038531,5.661634427
